ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/implementation/milestones/0/id,releases/0/contracts/0/implementation/milestones/0/type,releases/0/contracts/0/implementation/milestones/0/dateMet,releases/0/contracts/0/implementation/milestones/0/code,releases/0/contracts/0/implementation/milestones/0/title
ocds-hu01ve-7903713,ocds-hu01ve-7903713-01,1852777,1852777-3,delivery,2021-12-23T12:00:00Z,3,STATO AVANZAMENTO LAVORI N.3 A TUTTO IL 21/12/2021
ocds-hu01ve-7968988,ocds-hu01ve-7968988-01,1886950,1886950-3,delivery,2022-03-14T12:00:00Z,3,3° STATO D'AVANZAMENTO LAVORI
ocds-hu01ve-7968988,ocds-hu01ve-7968988-01,1886950,1886950-2,delivery,2021-12-06T12:00:00Z,2,2° STATO D'AVANZAMENTO LAVORI
ocds-hu01ve-7968988,ocds-hu01ve-7968988-01,1886950,1886950-1,delivery,2021-07-23T12:00:00Z,1,1° STATO D'AVANZAMENTO LAVORI
ocds-hu01ve-7919359,ocds-hu01ve-7919359-01,1844604,1844604-2,delivery,2021-12-13T12:00:00Z,2,
ocds-hu01ve-7919359,ocds-hu01ve-7919359-01,1844604,1844604-1,delivery,2021-07-16T12:00:00Z,1,
ocds-hu01ve-7919022,ocds-hu01ve-7919022-01,1904420,1904420-1,delivery,2021-09-24T12:00:00Z,1,1
ocds-hu01ve-7901109,ocds-hu01ve-7901109-01,1968013,1968013-2,delivery,2021-10-21T12:00:00Z,2,
ocds-hu01ve-7901109,ocds-hu01ve-7901109-01,1968013,1968013-1,delivery,2021-04-21T12:00:00Z,1,
ocds-hu01ve-7897260,ocds-hu01ve-7897260-01,2018061,2018061-1,delivery,2021-10-25T12:00:00Z,1,SAL 1
ocds-hu01ve-7852763,ocds-hu01ve-7852763-01,2085149,2085149-1,delivery,2022-01-03T12:00:00Z,1,
ocds-hu01ve-7852763,ocds-hu01ve-7852763-01,2085149,2085149-3,delivery,2021-09-08T12:00:00Z,3,
ocds-hu01ve-7852763,ocds-hu01ve-7852763-01,2085149,2085149-2,delivery,2021-12-31T12:00:00Z,2,
ocds-hu01ve-7852763,ocds-hu01ve-7852763-01,2085149,2085149-4,delivery,2021-08-25T12:00:00Z,4,
ocds-hu01ve-7899070,ocds-hu01ve-7899070-01,1846111,1846111-2,delivery,2022-03-10T12:00:00Z,2,2 ANNUALITÀ
ocds-hu01ve-7899070,ocds-hu01ve-7899070-01,1846111,1846111-1,delivery,2021-02-12T12:00:00Z,1,PREMIO ANNO 2021
ocds-hu01ve-7905120,ocds-hu01ve-7905120-01,1860997,1860997-1,delivery,2021-03-30T12:00:00Z,1,
ocds-hu01ve-7905120,ocds-hu01ve-7905120-01,1860997,1860997-2,delivery,2021-06-30T12:00:00Z,2,
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-3,delivery,2021-06-10T12:00:00Z,3,STATO DI AVANZAMENTO LAVORI N. 3 PER LAVORI A TUTTO IL 10.06.2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-6,delivery,2021-10-29T12:00:00Z,6,STATO DI AVANZAMENTO LAVORI N. 6 PER LAVORI A TUTTO IL 29/10/2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-1,delivery,2021-03-25T12:00:00Z,1,STATO DI AVANZAMENTO N. 1 PER LAVORI A TUTTO IL 19.03.2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-4,delivery,2021-08-23T12:00:00Z,4,STATO AVANZAMENTO LAVORI N. 4 PER LAVORI A TUTTO IL 23.08.2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-2,delivery,2021-05-03T12:00:00Z,2,STATO AVANZAMENTO LAVORI N. 2 PER LAVORI A TUTTO IL 30/04/2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-5,delivery,2021-10-11T12:00:00Z,5,STATO AVANZAMENTO LAVORI N. 5 PER LAVORI A TUTTO IL 10.10.2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-8,delivery,2021-11-26T12:00:00Z,8,STATO DI AVANZAMENTO LAVORI N. 8 PER LAVORI A TUTTO IL 26.11.2021
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218-7,delivery,2021-11-12T12:00:00Z,7,STATO DI AVANZAMENTO LAVORI N. 7 PER LAVORI A TUTTO IL 12.11.2021
ocds-hu01ve-7925313,ocds-hu01ve-7925313-01,1875142,1875142-1,delivery,2020-10-31T12:00:00Z,1,AVANZAMENTO N. 1
ocds-hu01ve-7868483,ocds-hu01ve-7868483-01,1877230,1877230-2,delivery,2021-09-21T12:00:00Z,2,SAL 2
ocds-hu01ve-7868483,ocds-hu01ve-7868483-01,1877230,1877230-1,delivery,2021-06-22T12:00:00Z,1,SAL N. 1
ocds-hu01ve-7848187,ocds-hu01ve-7848187-01,1845618,1845618-3,delivery,2021-10-12T12:00:00Z,3,
ocds-hu01ve-7848187,ocds-hu01ve-7848187-01,1845618,1845618-1,delivery,2021-03-01T12:00:00Z,1,
ocds-hu01ve-7848187,ocds-hu01ve-7848187-01,1845618,1845618-2,delivery,2021-07-02T12:00:00Z,2,
ocds-hu01ve-7918337,ocds-hu01ve-7918337-01,1839653,1839653-1,delivery,2021-09-30T12:00:00Z,1,1
ocds-hu01ve-7960804,ocds-hu01ve-7960804-01,1947748,1947748-1,delivery,2021-08-04T12:00:00Z,1,
ocds-hu01ve-7960804,ocds-hu01ve-7960804-01,1947748,1947748-2,delivery,2021-09-24T12:00:00Z,2,
ocds-hu01ve-7906020,ocds-hu01ve-7906020-01,1812481,1812481-1,delivery,2020-11-01T12:00:00Z,1,
ocds-hu01ve-7906020,ocds-hu01ve-7906020-01,1812481,1812481-2,delivery,2021-05-01T12:00:00Z,2,
ocds-hu01ve-7906020,ocds-hu01ve-7906020-01,1812481,1812481-3,delivery,2021-11-01T12:00:00Z,3,
ocds-hu01ve-7915211,ocds-hu01ve-7915211-01,1920301,1920301-2,delivery,2021-07-02T12:00:00Z,2,SAL N. 2
ocds-hu01ve-7915211,ocds-hu01ve-7915211-01,1920301,1920301-1,delivery,2021-03-01T12:00:00Z,1,1° STATO DI AVANZAMENTO
ocds-hu01ve-7915211,ocds-hu01ve-7915211-01,1920301,1920301-3,delivery,2021-12-06T12:00:00Z,3,STATO DI AVANZAMENTO N. 2
ocds-hu01ve-7902982,ocds-hu01ve-7902982-01,1871596,1871596-1,delivery,2022-01-13T12:00:00Z,1,
ocds-hu01ve-7899547,ocds-hu01ve-7899547-01,1891097,1891097-3,delivery,2021-09-24T12:00:00Z,3,III SAL
ocds-hu01ve-7899547,ocds-hu01ve-7899547-01,1891097,1891097-2,delivery,2021-06-04T12:00:00Z,2,II SAL
ocds-hu01ve-7899547,ocds-hu01ve-7899547-01,1891097,1891097-1,delivery,2021-05-14T12:00:00Z,1,I SAL
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-1,delivery,2021-03-31T12:00:00Z,1,STATO AVANZAMENTO LAVORI N.1 A TUTTO IL 31/03/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-5,delivery,2021-07-31T12:00:00Z,5,STATO AVANZAMENTO LAVORI N.5 A TUTTO IL 31/07/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-8,delivery,2021-10-31T12:00:00Z,8,STATO AVANZAMENTO LAVORI N.8 A TUTTO IL 31/10/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-7,delivery,2021-09-30T12:00:00Z,7,STATO AVANZAMENTO LAVORI N.7 A TUTTO IL 30/09/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-6,delivery,2021-08-31T12:00:00Z,6,STATO AVANZAMENTO LAVORI N.6 A TUTTO IL 31/08/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-10,delivery,2021-12-31T12:00:00Z,10,STATO AVANZAMENTO LAVORI N.10 A TUTTO IL 31/12/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-9,delivery,2021-11-30T12:00:00Z,9,STATO AVANZAMENTO LAVORI N.9 A TUTTO IL 30/11/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-3,delivery,2021-05-31T12:00:00Z,3,STATO AVANZAMENTO LAVORI N.3 A TUTTO IL 31/05/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-2,delivery,2021-04-30T12:00:00Z,2,STATO AVANZAMENTO LAVORI N.2 A TUTTO IL 30/04/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722-4,delivery,2021-06-30T12:00:00Z,4,STATO AVANZAMENTO LAVORI N.4 A TUTTO IL 30/06/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-9,delivery,2021-08-31T12:00:00Z,9,STATO AVANZAMENTO LAVORI N.9 AL 31/08/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-4,delivery,2021-03-31T12:00:00Z,4,STATO AVANZAMENTO LAVORI N.4 AL 31/03/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-12,delivery,2021-11-30T12:00:00Z,12,STATO AVANZAMENTO LAVORI N 12 AL 30/11/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-1,delivery,2020-12-31T12:00:00Z,1,STATO AVANZAMENTO LAVORI N.1 AL 31/12/2020
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-8,delivery,2021-07-31T12:00:00Z,8,STATO AVANZAMENTO LAVORI N.8 AL 31/07/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-7,delivery,2021-06-30T12:00:00Z,7,STATO AVANZAMENTO LAVORI N.7 AL 30/06/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-6,delivery,2021-05-31T12:00:00Z,6,STATO AVANZAMENTO LAVORI N.6 AL 31/05/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-3,delivery,2021-02-28T12:00:00Z,3,STATO AVANZAMENTO LAVORI N.3 AL 28/02/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-11,delivery,2021-10-31T12:00:00Z,11,STATO AVANZAMENTO LAVORI N 11 AL 31/10/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-2,delivery,2021-01-31T12:00:00Z,2,STATO AVANZAMENTO LAVORI N.2 AL 31/01/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-5,delivery,2021-04-30T12:00:00Z,5,STATO AVANZAMENTO LAVORI N.5 AL 30/04/2021
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353-10,delivery,2021-09-30T12:00:00Z,10,STATO AVANZAMENTO LAVORI N 10 AL 30/09/2021
ocds-hu01ve-7899185,ocds-hu01ve-7899185-01,1921001,1921001-2,delivery,2021-02-01T12:00:00Z,2,
ocds-hu01ve-7899185,ocds-hu01ve-7899185-01,1921001,1921001-1,delivery,2021-01-01T12:00:00Z,1,
ocds-hu01ve-7915455,ocds-hu01ve-7915455-01,1968121,1968121-2,delivery,2021-11-17T12:00:00Z,2,
ocds-hu01ve-7915455,ocds-hu01ve-7915455-01,1968121,1968121-1,delivery,2021-05-17T12:00:00Z,1,
ocds-hu01ve-7822802,ocds-hu01ve-7822802-01,1809659,1809659-1,delivery,2020-10-31T12:00:00Z,1,STATO DI AVANZAMENTO N.1
ocds-hu01ve-7822802,ocds-hu01ve-7822802-01,1809659,1809659-2,delivery,2021-01-31T12:00:00Z,2,STATO DI AVANZAMENTO N.2
ocds-hu01ve-7926290,ocds-hu01ve-7926290-01,1809910,1809910-1,delivery,2021-02-25T12:00:00Z,1,PAGAMENTO FATTURA ANNO 2020 COMPETENZA ANNO 2020 ( RATA DI OTTOBRE- NOVEMBRE - DICEMBRE)
ocds-hu01ve-7926290,ocds-hu01ve-7926290-01,1809910,1809910-2,delivery,2021-07-07T12:00:00Z,2,"PAGAMENTO FATTURA ANNO 2021COMPETENZA ANNO 2021 (RATA DI GENNAIO, FEBBARIO, MARZO)"
ocds-hu01ve-7926290,ocds-hu01ve-7926290-01,1809910,1809910-4,delivery,2021-11-05T12:00:00Z,4,"PAGAMENTO FATTURA ANNO 2021, COMPETENZA 2021 ( RATA LUGLIO, AGOSTO, SETTEMBRE)"
ocds-hu01ve-7926290,ocds-hu01ve-7926290-01,1809910,1809910-3,delivery,2021-10-07T12:00:00Z,3,"PAGAMENTO FATTURA ANNO 2021, COMPETENZA ANNO 2021 ( RATA APRILE, MAGGIO, GIUGNO)"
ocds-hu01ve-7898463,ocds-hu01ve-7898463-01,1848328,1848328-2,delivery,2021-08-30T12:00:00Z,2,SAL N° 2
ocds-hu01ve-7898463,ocds-hu01ve-7898463-01,1848328,1848328-1,delivery,2021-06-30T12:00:00Z,1,SAL N° 1
ocds-hu01ve-7903297,ocds-hu01ve-7903297-01,1912917,1912917-2,delivery,2021-10-31T12:00:00Z,2,
ocds-hu01ve-7903297,ocds-hu01ve-7903297-01,1912917,1912917-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7920090,ocds-hu01ve-7920090-01,1844616,1844616-1,delivery,2021-03-22T12:00:00Z,1,AF100465 PERIODO 01/01/2021 - 28/02/2021 MANDATO 123140RN
ocds-hu01ve-7920090,ocds-hu01ve-7920090-01,1844616,1844616-3,delivery,2021-06-17T12:00:00Z,3,AF100629 PERIODO 01/04/2021 - 31/05/2021 MANDATO 226226RN
ocds-hu01ve-7920090,ocds-hu01ve-7920090-01,1844616,1844616-4,delivery,2021-09-15T12:00:00Z,4,AF100779 PERIODO 01/06/2021 - 31/08/2021 MANDATO 322799RN
ocds-hu01ve-7920090,ocds-hu01ve-7920090-01,1844616,1844616-2,delivery,2021-04-19T12:00:00Z,2,AF100539 PERIODO 01/03/2021 - 31/03/2021 MANDATO 158252RN
ocds-hu01ve-7909401,ocds-hu01ve-7909401-01,1942087,1942087-1,delivery,2021-06-30T12:00:00Z,1,
ocds-hu01ve-7909401,ocds-hu01ve-7909401-01,1942087,1942087-2,delivery,2021-12-31T12:00:00Z,2,
ocds-hu01ve-7895675,ocds-hu01ve-7895675-01,1822903,1822903-1,delivery,2021-06-03T12:00:00Z,1,1° SAL A TUTTO IL 05/05/2021
ocds-hu01ve-7895675,ocds-hu01ve-7895675-01,1822903,1822903-3,delivery,2021-12-24T12:00:00Z,3,3° SAL A TUTTO IL 30/11/2021
ocds-hu01ve-7895675,ocds-hu01ve-7895675-01,1822903,1822903-2,delivery,2021-10-18T12:00:00Z,2,2° SAL A TUTTO IL 31/08/2021
ocds-hu01ve-7923297,ocds-hu01ve-7923297-01,1877225,1877225-2,delivery,2021-12-31T12:00:00Z,2,2
ocds-hu01ve-7923297,ocds-hu01ve-7923297-01,1877225,1877225-1,delivery,2021-06-30T12:00:00Z,1,1
ocds-hu01ve-7926027,ocds-hu01ve-7926027-01,1834719,1834719-1,delivery,2021-12-31T12:00:00Z,1,CERTIFICATO DI PAGAMENTO N. 1 PER IL PAGAMENTO DELLA RATA N. 1 PER LAVORI ESEGUITI A TUTTO IL 31/12/2021
ocds-hu01ve-7919236,ocds-hu01ve-7919236-01,1912962,1912962-1,delivery,2021-07-20T12:00:00Z,1,AVANZAMENTO N. 1
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-54,delivery,2022-01-19T12:00:00Z,54,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 892 13/12/21-NOVEMBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-55,delivery,2022-01-24T12:00:00Z,55,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 932 13/12/21-NOVEMBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-46,delivery,2021-12-16T12:00:00Z,46,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.VIVERE VERDE FT. 786 23/11/21-SETTEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-12,delivery,2021-08-09T12:00:00Z,12,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.COOSS MARCHE FT. 424 24/6/21-APRILE 21 E CONGUAGLI RISCOSSO DA COOP.COOSS MARCHE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-40,delivery,2021-12-16T12:00:00Z,40,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA MACINA FT. 103/05 07/10/21-SETTEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-50,delivery,2021-12-15T12:00:00Z,50,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 840 31/10/21-OTTOBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-62,delivery,2022-01-21T12:00:00Z,62,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.COOSS MARCHE FT. 40 12/01/22-DICEMBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-63,delivery,2022-01-27T12:00:00Z,63,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 85 12/01/22-DICEMBRE 21
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-56,delivery,2022-01-27T12:00:00Z,56,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 56 13/12/21-NOVEMBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-58,delivery,2022-01-19T12:00:00Z,58,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA MACINA FT. 153/05 15/12/21-NOVEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-43,delivery,2021-12-16T12:00:00Z,43,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA SORGENTE FT. 295 28/11/21-SETTEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-7,delivery,2021-08-11T12:00:00Z,7,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 251 30/4/21-MARZO 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-4,delivery,2021-08-25T12:00:00Z,4,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA MACINA FT. 74/05 09/8/21-MARZO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-13,delivery,2021-08-09T12:00:00Z,13,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA SORGENTE FT. 210 16/7/21-APRILE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-28,delivery,2021-11-15T12:00:00Z,28,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 508 20/7/21-GIUGNO 21 E CONGUAGLI
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-6,delivery,2021-08-09T12:00:00Z,6,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOSS MARCHE FATT. N. 251 DEL 30/04/2021 MESE DI MARZO 2021 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-59,delivery,2022-01-19T12:00:00Z,59,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.CRESCERE FT. 94 20/12/21-NOVEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-53,delivery,2022-01-19T12:00:00Z,53,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA MACINA FT. 141 30/11/21-OTTOBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-9,delivery,2021-08-11T12:00:00Z,9,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.VIVERE VERDE FT. 446 16/7/21-MARZO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-10,delivery,2021-08-25T12:00:00Z,10,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA MACINA FT. 75/05 09/8/21-MARZO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-67,delivery,2022-01-21T12:00:00Z,67,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 78 12/01/21-DICEMBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-17,delivery,2021-12-15T12:00:00Z,17,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 591 24/8/21-APRILE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-23,delivery,2021-08-09T12:00:00Z,23,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 444 12/7/21-GIUGNO 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-14,delivery,2021-08-11T12:00:00Z,14,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.VIVERE VERDE FT. 447 16/7/21-APRILE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-66,delivery,2022-01-28T12:00:00Z,66,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.CRESCERE FT. 3 20/1/22-DICEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-57,delivery,2022-01-19T12:00:00Z,57,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 935 13/12/21-NOVEMBRE 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-5,delivery,2021-08-26T12:00:00Z,5,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.CRESCERE FT. 50 17/8/21-FEBBRAIO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-37,delivery,2021-12-15T12:00:00Z,37,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.VIVERE VERDE FT. 693 29/10/21-AGOSTO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-36,delivery,2021-09-28T12:00:00Z,36,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 662 31/8/21-AGOSTO 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-3,delivery,2021-08-11T12:00:00Z,3,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.VIVERE VERDE FT. 445 16/7/21-FEBBRAIO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-60,delivery,2022-01-19T12:00:00Z,60,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA SORGENTE FT. 328 15/12/21-NOVEMBRE 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-39,delivery,2021-12-15T12:00:00Z,39,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDATARIO COOP.COOSS MARCHE FT. 637 31/8/21-AGOSTO 21 
ocds-hu01ve-7868978,ocds-hu01ve-7868978-01,1848187,1848187-8,delivery,2021-08-09T12:00:00Z,8,SERV.ED.SCOL.HANDICAP-ED.MINORI-INTERVENTI VARI-ART.17 CONTR. REP 39224/21 RTI MANDANTE COOP.LA SORGENTE FT. 209 16/7/21-MARZO 21 RISCOSSO DA COOP.COOSS MARCHE MANDATARIA CON REDISTR. A MANDANTE
